Barrios,Ariel,Cuentos Arte Joven,cuento,./libros/producciones_propias/cuentos_arte_joven/ariel_barrios.pdf,
Piechocki,Gregorio,Cuentos Arte Joven,cuento,./libros/producciones_propias/cuentos_arte_joven/gregorio_piechocki.pdf,
Sotelo,Mariela,Cuentos Arte Joven,cuento,./libros/producciones_propias/cuentos_arte_joven/mariela_sotelo.pdf,
Lo Feudo,Marcia,Cuentos Arte Joven,cuento,./libros/producciones_propias/cuentos_arte_joven/marcia_lo_feudo.pdf,
Sciorra,Ximena,Cuentos Arte Joven,cuento,./libros/producciones_propias/cuentos_arte_joven/ximena_sciorra.pdf,
Almiron,Mariela,Cuentos Arte Joven,cuento,./libros/producciones_propias/cuentos_arte_joven/mariela_almiron.pdf,
Vazquez,Cristian,Cuentos Arte Joven,cuento,./libros/producciones_propias/cuentos_arte_joven/cristian_vazquez.pdf,
Alvarez,Florencia,Cuentos Arte Joven,cuento,./libros/producciones_propias/cuentos_arte_joven/florencia_alvarez.doc,
Dibene,Daniel,Cuentos Arte Joven,cuento,./libros/producciones_propias/cuentos_arte_joven/daniel_dibene.pdf,
Notararigo,Gerardo,Cuentos Arte Joven,cuento,./libros/producciones_propias/cuentos_arte_joven/gerardo_notararigo.pdf,
Schierloh,Eric,El Epílogo de Kilgore,libro,./libros/producciones_propias/concursos_literarios_2006/textos_conti/el_epilogo_de_kilgore.pdf,
Farace,Ariel,DIN,libro,./libros/producciones_propias/concursos_literarios_2006/textos_teatro/din.pdf,
Mallach,Nelson,Las cautivas,libro,./libros/producciones_propias/concursos_literarios_2006/textos_teatro/las_cautivas..pdf,
Aramburú,Roxana,Corpus,libro,./libros/producciones_propias/concursos_literarios_2006/textos_teatro/corpus.pdf,
La Biblioteca,,Número 4,revista,./libros/producciones_propias/la_biblioteca/revista_la_biblioteca_4.pdf,
La Biblioteca,,Número 2,revista,./libros/producciones_propias/la_biblioteca/revista_la_biblioteca_2.pdf,
La Biblioteca,,Número 1,revista,./libros/producciones_propias/la_biblioteca/revista_la_biblioteca_1.pdf,
La Biblioteca,,Número 3,revista,./libros/producciones_propias/la_biblioteca/revista_la_biblioteca_3.pdf,
La Biblioteca,,Número 5,revista,./libros/producciones_propias/la_biblioteca/revista_la_biblioteca_5.pdf,
Observatorio Social de América Latina,,Noviembre de 2012,revista,./libros/revistas/osal32.pdf,
UNLP,Facultad de Periodismo y Comunicación Social ,Oficios Terrestres 28,revista,./libros/revistas/oficiosterrestres_28.pdf,
Tuxinfo,,Número 56,revista,./libros/revistas/tuxinfo56.pdf,
Tuxinfo,,Número 54,revista,./libros/revistas/tuxinfo-54.epub,
Tuxinfo,,Número 69,revista,./libros/revistas/trampas_69.pdf,
Tuxinfo,,Número 55,revista,./libros/revistas/tuxinfo-55.epub,
Tuxinfo,,Número 54,revista,./libros/revistas/tuxinfo_54.pdf,
Arlt,Roberto,Aguafuertes,libro,./libros/biblioteca_clasicos/roberto_arlt/roberto_arlt_aguafuertes.pdf,
Arlt,Roberto,Los siete locos,libro,./libros/biblioteca_clasicos/roberto_arlt/los_siete_locos.pdf,
Arlt,Roberto,El juguete rabioso,libro,./libros/biblioteca_clasicos/roberto_arlt/el_juguete_rabioso.pdf,
Arlt,Roberto,Los lanzallamas,libro,./libros/biblioteca_clasicos/roberto_arlt/los_lanzallamas.pdf,
Arlt,Roberto,Acerca de Roberto Arlt,libro,./libros/biblioteca_clasicos/roberto_arlt/del_autor_roberto_arlt.pdf,
Del Campo,Estanislao,Fausto,libro,./libros/biblioteca_clasicos/estanislao_del_campo/estanislao_del_campo_fausto.pdf,
Ascasubi,Hilario,Santos Vega o los mellizos de la flor,libro,./libros/biblioteca_clasicos/hilario_ascasubi/hilario_ascasubi_santos_vega_o_los_mellizos_de_la_flor.pdf,
Groussac,Francois Paul,La divisa punzo,libro,./libros/biblioteca_clasicos/paul_groussac/groussac_francois_paul_-_la_divisa_punzo.pdf,
Groussac,Francois Paul,Vistas parisienses,libro,./libros/biblioteca_clasicos/paul_groussac/groussac_francois_paul_-_vistas_parisienses.pdf,
Echeverria,Esteban,El Matadero,libro,./libros/biblioteca_clasicos/esteban_echeverria/esteban_echeverria_el_matadero.pdf,
Echeverria,Esteban,Acerca de Esteban Echeverría,libro,./libros/biblioteca_clasicos/esteban_echeverria/del_autor_esteban_echeverria.pdf,
Echeverria,Esteban,La cautiva,libro,./libros/biblioteca_clasicos/esteban_echeverria/esteban_echeverria_la_cautiva.pdf,
Hudson,Guillermo Enrique,Un Naturalista En El Plata,libro,./libros/biblioteca_clasicos/guillermo_hudson/guillermo_enrique_hudson_un_naturalista_en_el_plata.pdf,
Hudson,Guillermo Enrique,Diario de un naturista,libro,./libros/biblioteca_clasicos/guillermo_hudson/guillermo_enrique_hudson_diario_de_un_naturista.pdf,
Hudson,Guillermo Enrique,Mansiones verdes,libro,./libros/biblioteca_clasicos/guillermo_hudson/guillermo_enrique_hudson_mansiones_verdes.pdf,
Hudson,Guillermo Enrique,La tierra púrpura,libro,./libros/biblioteca_clasicos/guillermo_hudson/guillermo_enrique_hudson_la_tierra_purpura.pdf,
Hudson,Guillermo Enrique,Alla lejos y hace tiempo,libro,./libros/biblioteca_clasicos/guillermo_hudson/guillermo_enrique_hudson_alla_lejos_y_hace_tiempo.pdf,
Hudson,Guillermo Enrique,Acerca de Guillermo Hudson,libro,./libros/biblioteca_clasicos/guillermo_hudson/del_autor_guillermo_hudson.pdf,
Hudson,Guillermo Enrique,El niño perdido,libro,./libros/biblioteca_clasicos/guillermo_hudson/guillermo_enrique_hudson_el_nino_perdido.pdf,
Hudson,Guillermo Enrique,Aves pamperas,libro,./libros/biblioteca_clasicos/guillermo_hudson/guillermo_enrique_hudson_aves_pamperas.pdf,
Gutierrez,Eduardo,Juan Moreira,libro,./libros/biblioteca_clasicos/eduardo_gutierrez/juan_moreira.pdf,
Sanchez,Florencio,Moneda falsa,libro,./libros/biblioteca_clasicos/florencio_sanchez/florencio_sanchez_moneda_falsa.pdf,
Sanchez,Florencio,La gringa,libro,./libros/biblioteca_clasicos/florencio_sanchez/florencio_sanchez_la_gringa.pdf,
Sanchez,Florencio,En Familia,libro,./libros/biblioteca_clasicos/florencio_sanchez/florencio_sanchez_en_familia.pdf,
Obligado,Rafael,Santos Vega,libro,./libros/biblioteca_clasicos/rafael_obligado/santos_vega.pdf,
Payró,Roberto,Obras,libro,./libros/biblioteca_clasicos/roberto_payro/obras._payro.pdf,
Payró,Roberto,Divertidas aventuras del nieto de Juan Moreira,libro,./libros/biblioteca_clasicos/roberto_payro/divertidas_aventuras_del_nieto_de_juan_moreira.pdf,
Cané,Miguel,En viaje,libro,./libros/biblioteca_clasicos/miguel_cane/miguel_cane_en_viaje._cane.pdf,
Cané,Miguel,Acerca de Miguel Cané,libro,./libros/biblioteca_clasicos/miguel_cane/del_autor_miguel_cane.pdf,
Cané,Miguel,Juvenilia,libro,./libros/biblioteca_clasicos/miguel_cane/miguel_cane_juvenilia.pdf,
Mansilla,Eduardo,El médico de San Luis,libro,./libros/biblioteca_clasicos/eduarda_mansilla/eduarda_mansilla_el_medico_de_san_luis.pdf,
Storni,Alfonsina,Poema de Amor,libro,./libros/biblioteca_clasicos/alfonsina_storni/alfonsina_storni_poema_de_amor.pdf,
Fray Mocho,,Memorias de un vigilante,libro,./libros/biblioteca_clasicos/fray_mocho/fray_mocho_memorias_de_un_vigilante.pdf,
Fray Mocho,,Acerca de Fray Mocho,libro,./libros/biblioteca_clasicos/fray_mocho/del_autor_fray_mocho.pdf,
Guido y Spano,Carlos,Carta confidencial,libro,./libros/biblioteca_clasicos/carlos_guido_y_spano/carlos_guido_y_spano_confidencial.pdf,
Vicente López,Lucio,Acerca de Lucio Vicente López,libro,./libros/biblioteca_clasicos/lucio_v_lopez/del_autor_lucio_vicente_lopez.pdf,
Vicente López,Lucio,La gran aldea,libro,./libros/biblioteca_clasicos/lucio_v_lopez/lucio_v_lopez_la_gran_aldea.pdf,
Hernández,Jose,"Martin Fierro, ida y vuelta",libro,./libros/biblioteca_clasicos/jose_hernandez/jose_hernandez_martin_fierro_ida_y_vuelta.pdf,
Hernández,Jose,Martin Fierro,libro,./libros/biblioteca_clasicos/jose_hernandez/martin_fierro.pdf,
Hernández,Jose,Acerca de Jose Hernandez,libro,./libros/biblioteca_clasicos/jose_hernandez/del_autor._jose_hernandez.pdf,
Alberdi,Juan Bautista,Gigante Amapolas y sus formidables enemigos,libro,./libros/biblioteca_clasicos/juan_bautista_alberdi/juan_bautista_alberdi_gigante_amapolas_y_sus_formidables_enemigos.pdf,
Alberdi,Juan Bautista,Cartas Quillotanas,libro,./libros/biblioteca_clasicos/juan_bautista_alberdi/juan_bautista_alberdi_cartas_quillotanas.pdf,
Alberdi,Juan Bautista,Politica y sociedad,libro,./libros/biblioteca_clasicos/juan_bautista_alberdi/juan_bautista_alberdi_politica_y_sociedad.pdf,
Alberdi,Juan Bautista,Viajes y descripciones,libro,./libros/biblioteca_clasicos/juan_bautista_alberdi/juan_bautista_alberdi_viajes_y_descripciones.pdf,
Alberdi,Juan Bautista,Tobias o la carcel a la vela,libro,./libros/biblioteca_clasicos/juan_bautista_alberdi/juan_bautista_alberdi_tobias_o_la_carcel_a_la_vela.pdf,
Martel,Julián,La bolsa,libro,./libros/biblioteca_clasicos/julian_martel/julian_martel_la_bolsa.pdf,
Wilde,Eduardo,Ensayos escogidos,libro,./libros/biblioteca_clasicos/eduardo_wilde/eduardo_wilde_ensayos_escogidos.pdf,
Wilde,Eduardo,Prometeo y compania,libro,./libros/biblioteca_clasicos/eduardo_wilde/eduardo_wilde_prometeo_y_compania.pdf,
Wilde,Eduardo,Agua mansa,libro,./libros/biblioteca_clasicos/eduardo_wilde/eduardo_wilde_agua_mansa.pdf,
Wilde,Eduardo,Tiempo Perdido,libro,./libros/biblioteca_clasicos/eduardo_wilde/eduardo_wilde_tiempo_perdido.pdf,
Güiraldes,Ricardo,Don segundo Sombra,libro,./libros/biblioteca_clasicos/ricardo_guiraldes/don_segundo_sombra.pdf,
Güiraldes,Ricardo,Cuentos De Muerte Y De Sangre Seguidos De Aventuras Grotescas,libro,./libros/biblioteca_clasicos/ricardo_guiraldes/guiraldes_ricardo_-_cuentos_de_muerte_y_de_sangre_seguidos_de_aventuras_grotescas.pdf,
Güiraldes,Ricardo,Acerca de Ricardo Güiraldes,libro,./libros/biblioteca_clasicos/ricardo_guiraldes/del_autor_ricardo_guiraldes.pdf,
Güiraldes,Ricardo,Don segundo Sombra,libro,./libros/biblioteca_clasicos/ricardo_guiraldes/don_segundo_sombra._guiraldes.pdf,
Gorriti,Manuela,Cocina Ecléctica,libro,./libros/biblioteca_clasicos/manuela_gorriti/juana_manuela_gorriti_cocina_eclectica.pdf,
Marmol,Jose,Amalia,libro,./libros/biblioteca_clasicos/jose_marmol/jose_marmol_amalia.pdf,
Almafuerte,,Poesía completa,libro,./libros/biblioteca_clasicos/almafuerte/almafuerte_poesia_completa.pdf,
Hidalgo,Bartolomé,Acerca de Bartolomé Hidalgo,libro,./libros/biblioteca_clasicos/bartolome_hidalgo/del_autor_bartolome_hidalgo.pdf,
Hidalgo,Bartolomé,Cielitos dialogos patrioticos,libro,./libros/biblioteca_clasicos/bartolome_hidalgo/cielitos_dialogos_patrioticos.pdf,
Carriego,Evaristo,Poesia Completa,libro,./libros/biblioteca_clasicos/evaristo_carriego/evaristo_carriego_poesia_completa.pdf,
Lugones,Leopoldo,Romancero,libro,./libros/biblioteca_clasicos/leopoldo_lugones/leopoldo_lugones_romancero.pdf,
Lugones,Leopoldo,Las fuerzas extrañas,libro,./libros/biblioteca_clasicos/leopoldo_lugones/leopoldo_lugones_las_fuerzas_extranas.pdf,
Lugones,Leopoldo,Acerca de Leopoldo Lugones,libro,./libros/biblioteca_clasicos/leopoldo_lugones/del_autor_leopoldo_lugones.pdf,
Lugones,Leopoldo,El payador,libro,./libros/biblioteca_clasicos/leopoldo_lugones/leopoldo_lugones_elpayador.pdf,
Mansilla,Lucio,Acerca de Lucio Mansilla,libro,./libros/biblioteca_clasicos/lucio_v_mansilla/del_autor_lucio_mansilla.pdf,
Mansilla,Lucio,Una excursión a los indios ranqueles,libro,./libros/biblioteca_clasicos/lucio_v_mansilla/lucio_v_mansilla_una_excursion_a_los_indios_ranqueles.pdf,
Sarmiento,Domingo Faustino,Facundo,libro,./libros/biblioteca_clasicos/domingo_faustino_sarmiento/domingo_faustino_sarmiento_facundo.pdf,
Sarmiento,Domingo Faustino,El Chacho,libro,./libros/biblioteca_clasicos/domingo_faustino_sarmiento/domingo_faustino_sarmiento_el_chacho.pdf,
Sarmiento,Domingo Faustino,Recuerdos de provincia,libro,./libros/biblioteca_clasicos/domingo_faustino_sarmiento/domingo_faustino_sarmiento_recuerdos_de_provincia.pdf,
Quiroga,Horacio,Cuentos de Amor,libro,./libros/biblioteca_clasicos/horacio_quiroga/horacio_quiroga_cuentos_de_amor.pdf,
Quiroga,Horacio,Cartas,libro,./libros/biblioteca_clasicos/horacio_quiroga/horacio_quiroga_cartas.pdf,
Quiroga,Horacio,Cuentos,libro,./libros/biblioteca_clasicos/horacio_quiroga/cuentos_horacio_quiroga.pdf,
Quiroga,Horacio,Cuentos de la selva,libro,./libros/biblioteca_clasicos/horacio_quiroga/horacio_quiroga_cuentos_de_la_selva.pdf,
Cambaceres,Eugenio,En la sangre,libro,./libros/biblioteca_clasicos/eugenio_cambaceres/eugenio_cambaceres_en_la_sangre.pdf,
Cambaceres,Eugenio,Música sentimental,libro,./libros/biblioteca_clasicos/eugenio_cambaceres/eugenio_cambaceres_musica_sentimental.pdf,
Cambaceres,Eugenio,Potpourri,libro,./libros/biblioteca_clasicos/eugenio_cambaceres/eugenio_cambaceres_potpourri.pdf,
Manso,Juana,Los misterios del plata,libro,./libros/biblioteca_clasicos/juana_manso/juana_manso_los_misterios_del_plata.pdf,
Revista Crisis,,01 (Diciembre 2010),revista,./libros/revista/crisis/crisis_1.pdf,
Revista Crisis,,02 (Enero 2011),revista,./libros/revista/crisis/crisis_2.pdf,
Revista Crisis,,03 (Febrero 2011),revista,./libros/revista/crisis/crisis_3.pdf,
Revista Crisis,,04 (Marzo 2011),revista,./libros/revista/crisis/crisis_4.pdf,
Revista Crisis,,05 (Abril 2011),revista,./libros/revista/crisis/crisis_5.pdf,
Revista Crisis,,06 (Mayo 2011),revista,./libros/revista/crisis/crisis_6.pdf,
